1,0.18333333333333332,0,1,0,0.625,0.25,0.125,0,0,0,1,0,0.125,0.5,0,0,0.375,1,0,0,0.375,0.5,0.125,0,0,0,1,0,0.25,0.375,0,0,0.375,0.17677669529663687,0.17677669529663687,0.35355339059327373,0.5590169943749475,0.5303300858899106
0,0.2,0,1,0,0.625,0.25,0,0.125,0,0,1,0,0.125,0.5,0,0,0.375,0,1,0,0.25,0.25,0,0.125,0.375,0,1,0,0.25,0.375,0,0,0.375,0.17677669529663687,0.25,0.3952847075210474,0.5590169943749475,0.5303300858899106
1,0.21666666666666667,1,0,0,0.25,0.625,0,0.125,0,0,1,0,0,0.625,0,0,0.375,0,1,0,0.125,0.375,0,0.125,0.375,0,1,0,0.125,0.5,0,0,0.375,0.17677669529663687,0.25,0.25,0.3952847075210474,0.35355339059327373
0,0.23333333333333334,1,0,0,0.25,0.5,0.125,0.125,0,0,1,0,0,0.5,0.125,0,0.375,0,1,0,0,0.25,0.125,0,0.625,0,1,0,0.125,0.5,0,0,0.375,0.17677669529663687,0.17677669529663687,0.3952847075210474,0.3952847075210474,0.35355339059327373
1,0.25,1,0,0,0.25,0.5,0.125,0.125,0,0,0,1,0.125,0.25,0.125,0.125,0.375,0,1,0,0,0.125,0.25,0,0.625,0,1,0,0.125,0.375,0.125,0,0.375,0.17677669529663687,0.3952847075210474,0.3952847075210474,0.3952847075210474,0.17677669529663687
0,0.26666666666666666,1,0,0,0.25,0.5,0.125,0,0.125,0,0,1,0.125,0.25,0.125,0,0.5,0,1,0,0.25,0.375,0.25,0,0.125,0,1,0,0,0.125,0.25,0,0.625,0.17677669529663687,0.17677669529663687,0.17677669529663687,0.3952847075210474,0.17677669529663687
1,0.2833333333333333,1,0,0,0.25,0.5,0,0.125,0.125,0,0,1,0,0.5,0,0.125,0.375,0,1,0,0.25,0.375,0.125,0.125,0.125,0,1,0,0,0.125,0.125,0.125,0.625,0.17677669529663687,0.17677669529663687,0.17677669529663687,0.3952847075210474,0.35355339059327373
0,0.3,1,0,0,0.25,0.5,0,0.125,0.125,0,0,1,0,0.5,0,0.125,0.375,0,1,0,0.375,0.5,0.125,0,0,0,1,0,0,0.125,0.125,0.125,0.625,0.17677669529663687,0.25,0.25,0.3952847075210474,0.35355339059327373
0,0.016666666666666666,1,0,0,0.875,0.125,0,0,0,1,0,0,0.875,0.125,0,0,0,1,0,0,1.0,0,0,0,0,1,0,0,0.875,0.125,0,0,0,0.17677669529663687,0.17677669529663687,0.17677669529663687,0.3952847075210474,0.35355339059327373
1,0.03333333333333333,1,0,0,0.75,0.25,0,0,0,1,0,0,0.75,0.25,0,0,0,1,0,0,0.875,0.125,0,0,0,1,0,0,0.875,0.125,0,0,0,0.17677669529663687,0.17677669529663687,0.3952847075210474,0.3952847075210474,0.35355339059327373
0,0.05,0,1,0,0.875,0.125,0,0,0,1,0,0,0.75,0.25,0,0,0,1,0,0,0.75,0.25,0,0,0,1,0,0,0.875,0.125,0,0,0,0.17677669529663687,0.17677669529663687,0.17677669529663687,0.3952847075210474,0.17677669529663687
1,0.06666666666666667,0,1,0,0.875,0.125,0,0,0,1,0,0,0.75,0.25,0,0,0,0,1,0,0.625,0.375,0,0,0,1,0,0,0.875,0.125,0,0,0,0.17677669529663687,0.17677669529663687,0.25,0.35355339059327373,0.17677669529663687
0,0.08333333333333333,0,1,0,0.875,0.125,0,0,0,0,1,0,0.75,0.25,0,0,0,0,1,0,0.625,0.375,0,0,0,1,0,0,0.875,0.125,0,0,0,0.17677669529663687,0.25,0.25,0.3952847075210474,0.0
1,0.1,0,1,0,0.875,0.125,0,0,0,0,1,0,0.625,0.375,0,0,0,0,1,0,0.5,0.5,0,0,0,1,0,0,0.5,0.5,0,0,0,0.17677669529663687,0.17677669529663687,0.25,0.25,0.0
0,0.11666666666666667,0,1,0,0.5,0.375,0.125,0,0,0,1,0,0.875,0.125,0,0,0,0,1,0,0.5,0.375,0.125,0,0,1,0,0,0.5,0.375,0.125,0,0,0.17677669529663687,0.17677669529663687,0.25,0.25,0.17677669529663687
1,0.13333333333333333,0,1,0,0.5,0.375,0.125,0,0,0,1,0,0.75,0.25,0,0,0,1,0,0,0.375,0.5,0.125,0,0,0,0,1,0.5,0.5,0,0,0,0.17677669529663687,0.17677669529663687,0.25,0.35355339059327373,0.17677669529663687
0,0.15,0,1,0,0.5,0.375,0.125,0,0,0,1,0,0.625,0.25,0.125,0,0,1,0,0,0.25,0.625,0.125,0,0,0,0,1,0.375,0.625,0,0,0,0.17677669529663687,0.17677669529663687,0.25,0.25,0.35355339059327373
1,0.16666666666666666,0,1,0,0.5,0.25,0.25,0,0,0,1,0,0.625,0.25,0.125,0,0,0,1,0,0.5,0.25,0.25,0,0,0,0,1,0.375,0.625,0,0,0,0.17677669529663687,0.17677669529663687,0.25,0.35355339059327373,0.35355339059327373
0,0.18333333333333332,0,0,1,0.25,0.375,0,0,0.375,0,1,0,0.625,0.25,0.125,0,0,0,1,0,0.5,0.25,0.25,0,0,0,0,1,0.25,0.75,0,0,0,0.25,0.25,0.35355339059327373,0.35355339059327373,0.5303300858899106
1,0.2,0,0,1,0.25,0.375,0,0,0.375,0,1,0,0.5,0.375,0.125,0,0,0,1,0,0.25,0.5,0.25,0,0,0,0,1,0.125,0.875,0,0,0,0.17677669529663687,0.25,0.35355339059327373,0.3952847075210474,0.5303300858899106
0,0.21666666666666667,0,0,1,0.25,0.375,0,0,0.375,0,1,0,0.125,0.75,0.125,0,0,0,1,0,0.25,0.5,0.25,0,0,0,0,1,0.125,0.875,0,0,0,0.17677669529663687,0.17677669529663687,0.25,0.35355339059327373,0.35355339059327373
1,0.23333333333333334,0,0,1,0.125,0.5,0,0,0.375,0,1,0,0.125,0.75,0.125,0,0,0,1,0,0.25,0.5,0.25,0,0,0,0,1,0.125,0.875,0,0,0,0.17677669529663687,0.17677669529663687,0.25,0.35355339059327373,0.35355339059327373
0,0.25,0,0,1,0,0.625,0,0,0.375,0,1,0,0,0.75,0.25,0,0,0,1,0,0.25,0.5,0.25,0,0,0,0,1,0.125,0.875,0,0,0,0.17677669529663687,0.17677669529663687,0.25,0.35355339059327373,0.17677669529663687
1,0.26666666666666666,0,0,1,0,0.625,0,0,0.375,0,1,0,0,0.75,0.25,0,0,0,1,0,0.125,0.625,0.25,0,0,0,0,1,0.125,0.75,0.125,0,0,0.17677669529663687,0.25,0.35355339059327373,0.3952847075210474,0.17677669529663687
0,0.2833333333333333,0,0,1,0,0.5,0.125,0,0.375,0,1,0,0.25,0.375,0.375,0,0,0,1,0,0.125,0.625,0.25,0,0,0,0,1,0.125,0.75,0.125,0,0,0.17677669529663687,0.25,0.35355339059327373,0.3952847075210474,0.17677669529663687
1,0.3,0,0,1,0,0.5,0.125,0,0.375,0,1,0,0.25,0.375,0.375,0,0,0,0,1,0.125,0.75,0,0.125,0,0,1,0,0.375,0.375,0.125,0.125,0,0.25,0.35355339059327373,0.35355339059327373,0.5590169943749475,0.17677669529663687
0,0.31666666666666665,0,0,1,0,0.5,0.125,0,0.375,0,1,0,0.125,0.625,0.125,0,0.125,0,0,1,0.125,0.75,0,0,0.125,0,1,0,0.375,0.375,0.125,0,0.125,0.17677669529663687,0.17677669529663687,0.35355339059327373,0.5590169943749475,0.35355339059327373
1,0.3333333333333333,0,0,1,0,0.5,0.125,0,0.375,0,1,0,0.125,0.625,0.125,0,0.125,0,1,0,0.375,0.625,0,0,0,0,0,1,0.125,0.75,0,0,0.125,0.17677669529663687,0.17677669529663687,0.35355339059327373,0.5,0.35355339059327373
0,0.35,0,0,1,0,0.5,0,0.125,0.375,1,0,0,0.5,0.375,0,0.125,0,0,1,0,0.375,0.625,0,0,0,0,0,1,0.125,0.75,0,0,0.125,0.17677669529663687,0.35355339059327373,0.3952847075210474,0.5,0.17677669529663687
1,0.36666666666666664,0,0,1,0,0.5,0,0,0.5,1,0,0,0.5,0.375,0,0,0.125,0,1,0,0.25,0.375,0.25,0,0.125,0,0,1,0.125,0.75,0,0,0.125,0.17677669529663687,0.25,0.35355339059327373,0.3952847075210474,0.17677669529663687
0,0.38333333333333336,0,0,1,0,0.5,0,0,0.5,1,0,0,0.375,0.25,0,0,0.375,0,1,0,0.125,0.5,0.25,0,0.125,0,0,1,0.125,0.75,0,0,0.125,0.25,0.35355339059327373,0.35355339059327373,0.5590169943749475,0.17677669529663687
1,0.4,0,0,1,0,0.5,0,0,0.5,1,0,0,0.375,0.25,0,0,0.375,0,1,0,0.125,0.375,0.375,0,0.125,0,1,0,0.375,0.25,0.25,0,0.125,0.25,0.35355339059327373,0.5,0.5590169943749475,0.17677669529663687
0,0.4166666666666667,0,0,1,0,0.5,0,0,0.5,0,1,0,0.25,0.5,0.25,0,0,0,1,0,0.125,0.375,0.375,0,0.125,0,1,0,0.375,0.25,0.25,0,0.125,0.25,0.25,0.25,0.5590169943749475,0.35355339059327373
1,0.43333333333333335,0,0,1,0,0.5,0,0,0.5,0,1,0,0.25,0.5,0.125,0.125,0,0,0,1,0.125,0.625,0,0.125,0.125,0,1,0,0.375,0.25,0.125,0.125,0.125,0.25,0.35355339059327373,0.35355339059327373,0.5590169943749475,0.35355339059327373
0,0.45,0,0,1,0,0.5,0,0,0.5,0,1,0,0.5,0.25,0,0,0.25,0,0,1,0.125,0.625,0,0,0.25,0,1,0,0.375,0.25,0.125,0,0.25,0.35355339059327373,0.3952847075210474,0.3952847075210474,0.5590169943749475,0.17677669529663687
1,0.4666666666666667,0,0,1,0,0.5,0,0,0.5,0,1,0,0.5,0.25,0,0,0.25,0,1,0,0,0.25,0.375,0,0.375,0,1,0,0.375,0.25,0.125,0,0.25,0.25,0.3952847075210474,0.5303300858899106,0.5590169943749475,0.17677669529663687
0,0.48333333333333334,0,1,0,0.5,0.25,0,0,0.25,0,1,0,0,0.25,0.5,0,0.25,0,1,0,0,0.125,0.5,0,0.375,0,1,0,0.375,0.25,0.125,0,0.25,0.17677669529663687,0.3952847075210474,0.3952847075210474,0.5303300858899106,0.0
1,0.5,0,1,0,0.5,0.25,0,0,0.25,0,1,0,0,0.25,0.375,0.125,0.25,0,1,0,0,0.125,0.375,0.125,0.375,0,0,1,0.125,0.5,0,0.125,0.25,0.17677669529663687,0.17677669529663687,0.3952847075210474,0.5303300858899106,0.0
0,0.5166666666666667,0,1,0,0.125,0.25,0.375,0,0.25,0,1,0,0,0.25,0.375,0.125,0.25,0,1,0,0,0.125,0.375,0.125,0.375,0,0,1,0.125,0.5,0,0.125,0.25,0.17677669529663687,0.17677669529663687,0.25,0.35355339059327373,0.0
1,0.016666666666666666,1,0,0,1.0,0,0,0,0,1,0,0,0.875,0.125,0,0,0,1,0,0,1.0,0,0,0,0,1,0,0,1.0,0,0,0,0,0.17677669529663687,0.17677669529663687,0.25,0.35355339059327373,0.35355339059327373
0,0.03333333333333333,1,0,0,1.0,0,0,0,0,1,0,0,0.875,0.125,0,0,0,1,0,0,1.0,0,0,0,0,1,0,0,0.875,0.125,0,0,0,0.17677669529663687,0.25,0.25,0.3952847075210474,0.35355339059327373
1,0.05,1,0,0,1.0,0,0,0,0,1,0,0,0.75,0.25,0,0,0,1,0,0,1.0,0,0,0,0,1,0,0,0.75,0.25,0,0,0,0.17677669529663687,0.17677669529663687,0.3952847075210474,0.3952847075210474,0.35355339059327373
0,0.06666666666666667,1,0,0,0.875,0.125,0,0,0,1,0,0,0.625,0.375,0,0,0,1,0,0,0.875,0.125,0,0,0,1,0,0,0.625,0.375,0,0,0,0.17677669529663687,0.17677669529663687,0.3952847075210474,0.3952847075210474,0.35355339059327373
1,0.08333333333333333,1,0,0,0.875,0.125,0,0,0,0,1,0,0.875,0.125,0,0,0,1,0,0,0.875,0.125,0,0,0,1,0,0,0.5,0.5,0,0,0,0.17677669529663687,0.17677669529663687,0.17677669529663687,0.3952847075210474,0.17677669529663687
0,0.1,1,0,0,0.875,0.125,0,0,0,0,1,0,0.75,0.25,0,0,0,1,0,0,0.75,0.25,0,0,0,0,1,0,0.375,0.25,0,0,0.375,0.17677669529663687,0.17677669529663687,0.35355339059327373,0.5590169943749475,0.17677669529663687
1,0.11666666666666667,1,0,0,0.875,0.125,0,0,0,0,1,0,0.5,0.5,0,0,0,1,0,0,0.75,0.25,0,0,0,0,1,0,0.375,0.25,0,0,0.375,0.17677669529663687,0.17677669529663687,0.25,0.5590169943749475,0.0
0,0.13333333333333333,1,0,0,0.875,0.125,0,0,0,0,1,0,0.5,0.5,0,0,0,1,0,0,0.75,0.25,0,0,0,1,0,0,0.25,0.75,0,0,0,0.17677669529663687,0.17677669529663687,0.17677669529663687,0.3952847075210474,0.0
1,0.15,0,1,0,0.5,0.5,0,0,0,0,1,0,0.625,0.25,0.125,0,0,1,0,0,0.75,0.25,0,0,0,1,0,0,0.25,0.625,0.125,0,0,0.17677669529663687,0.17677669529663687,0.17677669529663687,0.17677669529663687,0.17677669529663687
0,0.16666666666666666,0,1,0,0.5,0.5,0,0,0,0,1,0,0.625,0.25,0.125,0,0,1,0,0,0.75,0.25,0,0,0,0,1,0,0.5,0.375,0.125,0,0,0.17677669529663687,0.17677669529663687,0.17677669529663687,0.3952847075210474,0.17677669529663687
1,0.18333333333333332,0,1,0,0.625,0.25,0.125,0,0,0,1,0,0.25,0.125,0.25,0,0.375,1,0,0,0.75,0.25,0,0,0,0,1,0,0.5,0.375,0.125,0,0,0.17677669529663687,0.17677669529663687,0.3952847075210474,0.3952847075210474,0.0
0,0.2,0,1,0,0.625,0.25,0.125,0,0,0,1,0,0.125,0.25,0.25,0,0.375,1,0,0,0.75,0.25,0,0,0,0,0,1,0.25,0.75,0,0,0,0.17677669529663687,0.25,0.25,0.3952847075210474,0.0
1,0.21666666666666667,0,0,1,0.25,0.25,0.125,0,0.375,0,1,0,0.625,0.125,0.25,0,0,1,0,0,0.75,0.125,0.125,0,0,0,0,1,0.25,0.75,0,0,0,0.17677669529663687,0.25,0.35355339059327373,0.3952847075210474,0.17677669529663687
0,0.23333333333333334,0,0,1,0.25,0.25,0.125,0,0.375,0,1,0,0.625,0,0.375,0,0,1,0,0,0.125,0.375,0.5,0,0,0,0,1,0.25,0.625,0.125,0,0,0.17677669529663687,0.25,0.25,0.3952847075210474,0.17677669529663687
1,0.25,0,0,1,0.5,0.375,0,0.125,0,0,1,0,0.625,0,0.375,0,0,1,0,0,0.125,0.375,0.375,0.125,0,0,0,1,0.25,0.625,0.125,0,0,0.17677669529663687,0.17677669529663687,0.25,0.35355339059327373,0.17677669529663687
0,0.26666666666666666,0,0,1,0.5,0.375,0,0,0.125,0,1,0,0.625,0,0.375,0,0,0,1,0,0.125,0.125,0.25,0,0.5,0,0,1,0.25,0.625,0.125,0,0,0.25,0.25,0.35355339059327373,0.35355339059327373,0.17677669529663687
1,0.2833333333333333,0,0,1,0.5,0.375,0,0,0.125,0,0,1,0.375,0.5,0.125,0,0,0,1,0,0.125,0.125,0.25,0,0.5,0,0,1,0.25,0.625,0.125,0,0,0.17677669529663687,0.25,0.35355339059327373,0.3952847075210474,0.35355339059327373
0,0.3,0,0,1,0.5,0.375,0,0,0.125,0,0,1,0.375,0.5,0.125,0,0,0,0,1,0.125,0.75,0.125,0,0,0,1,0,0.125,0.375,0.125,0,0.375,0.17677669529663687,0.35355339059327373,0.35355339059327373,0.3952847075210474,0.35355339059327373
1,0.31666666666666665,0,1,0,0.5,0.125,0.375,0,0,0,0,1,0.25,0.625,0.125,0,0,0,0,1,0.125,0.75,0.125,0,0,0,1,0,0.125,0.375,0.125,0,0.375,0.17677669529663687,0.25,0.35355339059327373,0.3952847075210474,0.17677669529663687
0,0.3333333333333333,0,1,0,0.5,0.125,0.375,0,0,0,0,1,0.25,0.625,0.125,0,0,1,0,0,0.125,0.25,0.5,0,0.125,0,0,1,0.125,0.625,0.25,0,0,0.17677669529663687,0.17677669529663687,0.25,0.25,0.17677669529663687
1,0.35,0,1,0,0.5,0.125,0.375,0,0,0,1,0,0,0.25,0.375,0,0.375,1,0,0,0.125,0.25,0.5,0,0.125,0,0,1,0.125,0.5,0.375,0,0,0.17677669529663687,0.25,0.25,0.3952847075210474,0.35355339059327373
0,0.36666666666666664,0,1,0,0.5,0.125,0.25,0.125,0,0,1,0,0,0.25,0.25,0.125,0.375,1,0,0,0.125,0.25,0.375,0.125,0.125,0,0,1,0.25,0.5,0.125,0.125,0,0.17677669529663687,0.17677669529663687,0.17677669529663687,0.3952847075210474,0.35355339059327373
1,0.38333333333333336,0,1,0,0.5,0.125,0.25,0,0.125,0,0,1,0,0.25,0.25,0,0.5,1,0,0,0.125,0.25,0.375,0,0.25,0,0,1,0.25,0.5,0.125,0,0.125,0.17677669529663687,0.17677669529663687,0.25,0.35355339059327373,0.35355339059327373
0,0.4,0,1,0,0.5,0.125,0.125,0.125,0.125,0,0,1,0,0.25,0.25,0,0.5,0,1,0,0.125,0,0.125,0.125,0.625,0,0,1,0.25,0.5,0.125,0,0.125,0.17677669529663687,0.25,0.35355339059327373,0.3952847075210474,0.35355339059327373
1,0.4166666666666667,1,0,0,0.125,0.25,0.125,0.25,0.25,0,0,1,0,0.25,0.125,0.125,0.5,0,1,0,0.125,0,0,0.25,0.625,0,0,1,0.25,0.5,0.125,0,0.125,0.17677669529663687,0.25,0.25,0.3952847075210474,0.35355339059327373
0,0.43333333333333335,1,0,0,0.125,0.25,0.125,0.25,0.25,0,0,1,0,0.125,0.25,0.125,0.5,0,1,0,0.125,0,0,0.25,0.625,0,1,0,0.5,0.25,0.25,0,0,0.17677669529663687,0.3952847075210474,0.3952847075210474,0.3952847075210474,0.35355339059327373
0,0.016666666666666666,1,0,0,0.5,0.125,0,0,0.375,1,0,0,1.0,0,0,0,0,1,0,0,0.875,0.125,0,0,0,1,0,0,0.875,0.125,0,0,0,0.17677669529663687,0.17677669529663687,0.25,0.35355339059327373,0.35355339059327373
1,0.03333333333333333,1,0,0,0.5,0.125,0,0,0.375,1,0,0,1.0,0,0,0,0,0,1,0,0.875,0.125,0,0,0,1,0,0,0.875,0.125,0,0,0,0.17677669529663687,0.25,0.35355339059327373,0.3952847075210474,0.35355339059327373
0,0.05,1,0,0,0.375,0.25,0,0,0.375,1,0,0,0.875,0.125,0,0,0,0,1,0,0.875,0.125,0,0,0,1,0,0,0.875,0.125,0,0,0,0.25,0.25,0.35355339059327373,0.35355339059327373,0.17677669529663687
1,0.06666666666666667,1,0,0,0.25,0.375,0,0,0.375,1,0,0,0.875,0.125,0,0,0,1,0,0,0.625,0.375,0,0,0,0,1,0,0.75,0.25,0,0,0,0.17677669529663687,0.17677669529663687,0.25,0.35355339059327373,0.17677669529663687
0,0.08333333333333333,0,1,0,0.25,0.375,0,0,0.375,1,0,0,0.875,0.125,0,0,0,1,0,0,0.625,0.375,0,0,0,0,1,0,0.625,0.375,0,0,0,0.17677669529663687,0.17677669529663687,0.25,0.35355339059327373,0.17677669529663687
1,0.1,0,1,0,0.25,0.375,0,0,0.375,1,0,0,0.875,0.125,0,0,0,1,0,0,0.625,0.375,0,0,0,0,1,0,0.125,0.5,0,0,0.375,0.17677669529663687,0.25,0.25,0.5303300858899106,0.17677669529663687
0,0.11666666666666667,0,1,0,0.5,0.125,0,0,0.375,0,1,0,0.25,0.375,0,0,0.375,1,0,0,0.625,0.375,0,0,0,0,1,0,0.125,0.5,0,0,0.375,0.25,0.25,0.25,0.5590169943749475,0.0
1,0.13333333333333333,0,1,0,0.375,0.25,0,0,0.375,0,1,0,0.125,0.5,0,0,0.375,0,1,0,0.375,0.625,0,0,0,0,1,0,0.125,0.5,0,0,0.375,0.17677669529663687,0.25,0.3952847075210474,0.5590169943749475,0.0
0,0.15,0,1,0,0.125,0.5,0,0,0.375,0,1,0,0.5,0.5,0,0,0,0,1,0,0.375,0.625,0,0,0,0,1,0,0.125,0.5,0,0,0.375,0.17677669529663687,0.17677669529663687,0.25,0.35355339059327373,0.17677669529663687
1,0.16666666666666666,0,1,0,0.125,0.5,0,0,0.375,0,1,0,0.375,0.625,0,0,0,0,1,0,0.25,0.75,0,0,0,0,1,0,0.25,0.375,0,0,0.375,0.17677669529663687,0.17677669529663687,0.3952847075210474,0.3952847075210474,0.17677669529663687
0,0.18333333333333332,0,1,0,0.125,0.375,0.125,0,0.375,0,1,0,0.5,0.375,0.125,0,0,0,1,0,0.25,0.625,0.125,0,0,0,1,0,0.25,0.375,0,0,0.375,0.17677669529663687,0.17677669529663687,0.17677669529663687,0.3952847075210474,0.35355339059327373
1,0.2,0,1,0,0,0.5,0.125,0,0.375,0,1,0,0.5,0.375,0.125,0,0,0,0,1,0.25,0.75,0,0,0,0,1,0,0.25,0.375,0,0,0.375,0.17677669529663687,0.25,0.25,0.3952847075210474,0.35355339059327373
0,0.21666666666666667,0,1,0,0.125,0.625,0.25,0,0,0,1,0,0.5,0.375,0.125,0,0,0,0,1,0.25,0.75,0,0,0,0,1,0,0.25,0.375,0,0,0.375,0.17677669529663687,0.17677669529663687,0.25,0.25,0.17677669529663687
1,0.23333333333333334,0,1,0,0.125,0.625,0.125,0.125,0,0,1,0,0.5,0.375,0.125,0,0,0,0,1,0.25,0.75,0,0,0,0,1,0,0,0.5,0,0.125,0.375,0.17677669529663687,0.17677669529663687,0.25,0.25,0.17677669529663687
0,0.25,0,1,0,0.125,0.625,0.125,0.125,0,0,1,0,0.125,0.5,0,0,0.375,0,0,1,0.25,0.75,0,0,0,0,1,0,0,0.5,0,0.125,0.375,0.17677669529663687,0.17677669529663687,0.17677669529663687,0.3952847075210474,0.17677669529663687
1,0.26666666666666666,0,1,0,0.125,0.625,0.125,0,0.125,0,1,0,0.125,0.5,0,0,0.375,0,1,0,0,0.375,0.125,0,0.5,0,0,1,0.25,0.75,0,0,0,0.17677669529663687,0.17677669529663687,0.3952847075210474,0.3952847075210474,0.17677669529663687
0,0.2833333333333333,0,1,0,0.125,0.5,0.25,0,0.125,0,1,0,0,0.375,0.125,0,0.5,0,1,0,0,0.375,0.125,0,0.5,0,0,1,0.25,0.75,0,0,0,0.17677669529663687,0.17677669529663687,0.25,0.35355339059327373,0.0
1,0.3,0,1,0,0.125,0.5,0.25,0,0.125,0,1,0,0,0.375,0.125,0,0.5,0,1,0,0.125,0.25,0.25,0,0.375,0,0,1,0.25,0.625,0.125,0,0,0.17677669529663687,0.25,0.35355339059327373,0.3952847075210474,0.0
0,0.31666666666666665,0,1,0,0.125,0.375,0.375,0,0.125,0,0,1,0.125,0.375,0.125,0,0.375,0,1,0,0.125,0.25,0.25,0,0.375,0,0,1,0.25,0.625,0.125,0,0,0.17677669529663687,0.25,0.3952847075210474,0.5,0.17677669529663687
1,0.3333333333333333,0,1,0,0.125,0.375,0.375,0,0.125,0,0,1,0.125,0.375,0.125,0,0.375,1,0,0,0.375,0.375,0.125,0.125,0,0,0,1,0.25,0.625,0,0.125,0,0.17677669529663687,0.35355339059327373,0.3952847075210474,0.5590169943749475,0.17677669529663687
0,0.35,0,1,0,0.125,0.25,0.125,0,0.5,0,0,1,0.125,0.375,0.125,0,0.375,1,0,0,0.375,0.375,0.125,0,0.125,0,0,1,0.25,0.625,0,0,0.125,0.17677669529663687,0.25,0.3952847075210474,0.5590169943749475,0.35355339059327373
1,0.36666666666666664,0,1,0,0.125,0.25,0.125,0,0.5,0,0,1,0.125,0.375,0.125,0,0.375,0,0,1,0.125,0.75,0,0,0.125,0,1,0,0.625,0.25,0.125,0,0,0.17677669529663687,0.3952847075210474,0.3952847075210474,0.5303300858899106,0.35355339059327373
0,0.38333333333333336,0,1,0,0.125,0.25,0.125,0,0.5,0,0,1,0,0.375,0,0.125,0.5,0,0,1,0.125,0.75,0,0,0.125,0,1,0,0.625,0.25,0.125,0,0,0.17677669529663687,0.35355339059327373,0.3952847075210474,0.5590169943749475,0.17677669529663687
1,0.4,0,1,0,0.125,0.25,0.125,0,0.5,0,0,1,0,0.375,0,0,0.625,0,1,0,0,0.5,0.25,0,0.25,0,1,0,0.625,0.25,0.125,0,0,0.17677669529663687,0.25,0.3952847075210474,0.5590169943749475,0.17677669529663687
0,0.4166666666666667,0,1,0,0.125,0.25,0,0.125,0.5,0,1,0,0,0.25,0.125,0.125,0.5,0,1,0,0,0.5,0.125,0.125,0.25,0,1,0,0.625,0.25,0,0.125,0,0.17677669529663687,0.25,0.3952847075210474,0.5,0.0
1,0.43333333333333335,0,1,0,0.125,0.25,0,0.125,0.5,0,1,0,0,0.25,0.125,0.125,0.5,0,1,0,0,0.5,0.125,0.125,0.25,1,0,0,0.375,0.625,0,0,0,0.17677669529663687,0.25,0.5303300858899106,0.5590169943749475,0.0
0,0.45,0,1,0,0.125,0.25,0,0.125,0.5,0,0,1,0,0.25,0.125,0,0.625,0,1,0,0,0.375,0.25,0.125,0.25,1,0,0,0.375,0.5,0.125,0,0,0.17677669529663687,0.25,0.5,0.5303300858899106,0.17677669529663687
1,0.4666666666666667,0,1,0,0.125,0.25,0,0.125,0.5,0,0,1,0,0.25,0.125,0,0.625,0,0,1,0.125,0.5,0.125,0.125,0.125,1,0,0,0.375,0.5,0.125,0,0,0.25,0.3952847075210474,0.5,0.5303300858899106,0.17677669529663687
0,0.48333333333333334,0,1,0,0,0.25,0.125,0,0.625,0,0,1,0,0.25,0.125,0,0.625,0,0,1,0.125,0.5,0.125,0,0.25,1,0,0,0.375,0.5,0.125,0,0,0.25,0.35355339059327373,0.5,0.5590169943749475,0.17677669529663687
1,0.5,0,1,0,0,0.25,0.125,0,0.625,0,0,1,0,0.25,0.125,0,0.625,0,0,1,0.125,0.375,0.25,0,0.25,0,1,0,0.375,0.25,0.25,0,0.125,0.25,0.35355339059327373,0.3952847075210474,0.5303300858899106,0.17677669529663687
0,0.5166666666666667,0,1,0,0,0.125,0.5,0,0.375,0,0,1,0,0.125,0.25,0,0.625,0,0,1,0.125,0.375,0.25,0,0.25,0,1,0,0.375,0.25,0.25,0,0.125,0.17677669529663687,0.25,0.35355339059327373,0.3952847075210474,0.0
1,0.5333333333333333,0,1,0,0,0.125,0.375,0.125,0.375,0,0,1,0,0.125,0.25,0,0.625,0,0,1,0.125,0.375,0.125,0.125,0.25,1,0,0,0.375,0.375,0.125,0.125,0,0.17677669529663687,0.25,0.3952847075210474,0.5,0.0
0,0.55,0,0,1,0,0.25,0,0.125,0.625,0,1,0,0,0.125,0.25,0.25,0.375,0,0,1,0.125,0.375,0,0.25,0.25,1,0,0,0.375,0.375,0.125,0.125,0,0.17677669529663687,0.35355339059327373,0.3952847075210474,0.5590169943749475,0.17677669529663687
0,0.016666666666666666,1,0,0,0.875,0.125,0,0,0,1,0,0,0.875,0.125,0,0,0,1,0,0,0.875,0.125,0,0,0,1,0,0,0.875,0.125,0,0,0,0.17677669529663687,0.17677669529663687,0.25,0.35355339059327373,0.17677669529663687
1,0.03333333333333333,1,0,0,0.875,0.125,0,0,0,1,0,0,0.75,0.25,0,0,0,1,0,0,0.875,0.125,0,0,0,0,1,0,0.875,0.125,0,0,0,0.17677669529663687,0.17677669529663687,0.25,0.35355339059327373,0.17677669529663687
0,0.05,1,0,0,0.875,0.125,0,0,0,0,1,0,0.75,0.25,0,0,0,1,0,0,0.875,0.125,0,0,0,0,1,0,0.875,0.125,0,0,0,0.17677669529663687,0.25,0.35355339059327373,0.3952847075210474,0.35355339059327373
1,0.06666666666666667,1,0,0,0.875,0.125,0,0,0,0,1,0,0.75,0.25,0,0,0,1,0,0,0.75,0.25,0,0,0,0,1,0,0.875,0.125,0,0,0,0.17677669529663687,0.17677669529663687,0.25,0.35355339059327373,0.35355339059327373
0,0.08333333333333333,1,0,0,0.25,0.125,0,0,0.625,0,1,0,0.75,0.25,0,0,0,1,0,0,0.625,0.375,0,0,0,0,1,0,0.75,0.25,0,0,0,0.17677669529663687,0.35355339059327373,0.3952847075210474,0.5,0.5303300858899106
